stop_id,stop_name,stop_lat,stop_lon
4317,137 AV / SW 88 ST,25.685487,-80.417251
4319,142 AV / SW 88 ST,25.685204,-80.425524
4321,SW 88 ST & SW 147 AV,25.68504,-80.43044
4323,SW 88 ST & HAMMOCKS BD,25.68483,-80.43681
558,SW 88 ST & 152 AV,25.68468,-80.44081
1290,88 ST / SW 157 AV,25.685368,-80.445888
10470,158 Ave / SW 80 St,25.692517,-80.447598
10484,88 ST / SW 162 AV,25.685118,-80.454165
612,CRANDON BLVD & ARTHUR LAMB JR RD,25.683721,-80.158603
2598,CRANDON BD & SEAVIEW DR,25.686346,-80.162584
2599,CRANDON BD & E WOOD DR,25.687959,-80.163583
2601,CRANDON BD & GALEN DR,25.691559,-80.163449
2602,CRANDON BD & HEATHER DR,25.693658,-80.162705
2603,CRANDON BD & SONESTA DR,25.695591,-80.162841
2605,CRANDON BD & OCEAN LA DR,25.699856,-80.161726
4365,CRANDON BD & OP INTERNATIONAL TEN,25.708925,-80.156664
4366,CRANDON BD & OP LINKS AT KEY BISC,25.714681,-80.153519
4367,CRANDON BD & OP SUNDAYS ON BAY,25.726206,-80.15371
4368,RICKENBACKER CSWY & VIRGINIA BCH DR,25.73388,-80.162395
4369,RICKENBACKER CY & MAST ACADEMY,25.738124,-80.166989
8296,RICKENBACKER CY & AT MARINE STADIUM,25.742044,-80.171409
8297,RICKENBACKER CY & # 3301 MAD FISHHOUS,25.744529,-80.174292
8298,RICKENBACKER CY & OP HOBIE CAT BEACH,25.746128,-80.195194
8299,RICKENBACKER CY & OP SMITH PATHWAY,25.746586,-80.199096
6828,BRICKELL AV & SE 25 RD,25.750976,-80.202709
6830,BRICKELL AV & # 2127,25.752702,-80.200178
6831,BRICKELL AV & # 1809,25.755503,-80.196184
6832,BRICKELL AV & SE 15 RD,25.757494,-80.19329
1119,SE 13 ST & BRICKELL AV,25.76174,-80.192453
8300,BRICKELL STATION (WEST SIDE),25.76478,-80.195571
1015,BRICKELL AV & SE 13 ST,25.761173,-80.192184
6823,BRICKELL AV & SE 15 RD,25.7578,-80.193282
6824,BRICKELL AV & # 1770,25.755717,-80.196306
6825,BRICKELL AV & # 1990,25.753923,-80.198922
6826,BRICKELL AV & # 2450,25.752155,-80.201497
8292,RICKENBACKER CY & HOBIE CAT BEACH,25.745851,-80.19724
8294,RICKENBACKER CY & OP RUSTY PELICAN,25.745796,-80.176324
4358,RICKENBACKER CY & OP MARINE STADIUM,25.741124,-80.171019
4359,RICKENBACKER CY & OP MAST ACADEMY,25.737416,-80.16689
4360,RICKENBACKER CY & UM MARINE LAB,25.733653,-80.162628
4361,CRANDON BD & CRANDON PARK MARINA,25.725976,-80.154057
4362,CRANDON BD & CRANDON GOLF COURSE,25.713721,-80.154718
4363,CRANDON BD & INTL TENNIS CENTER,25.708376,-80.157757
4364,CRANDON BD & AT FIRE STATION,25.70262,-80.160611
2590,CRANDON BD & HARBOR DR,25.698565,-80.162689
2591,CRANDON BD & SONESTA DR,25.695555,-80.16311
2592,CRANDON BD & HEATHER DR,25.693776,-80.162961
2593,CRANDON BD & MCINTYRE ST,25.691698,-80.163678
2595,CRANDON BD & W WOOD DR,25.687886,-80.163822
2596,CRANDON BD & W MASHTA DR,25.686303,-80.162938
remix_7f2a239f-241e-4aac-813f-cb0134567700,Untitled Stop,25.8134934790202,-80.1393985438049
remix_7958e9ef-8db9-4cda-86e8-bdd121884d60,Untitled Stop,25.8140735450292,-80.1290899853771
2689,INDIAN CREEK DR & 33 ST,25.808178,-80.124614
2692,INDIAN CREEK DR & 27 ST,25.804258,-80.126848
2881,17 ST & WASHINGTON AV,25.792354,-80.132987
remix_fc965d75-d15d-401b-9f7f-2611ba9f411f,Untitled Stop,25.7919733189177,-80.1378472958756
2834,ALTON RD@17 ST,25.791801,-80.141371
2835,ALTON RD & 15 ST,25.787509,-80.141241
2837,ALTON RD & 13 ST,25.783637,-80.141132
2839,ALTON RD & 9 ST,25.779591,-80.141013
625,ALTON RD & 6 ST,25.775832,-80.140924
2872,MAC ARTHUR CY & TERMINAL ISLE,25.772112,-80.149097
2873,MAC ARTHUR CY & BRIDGE RD,25.772784,-80.15242
2874,MAC ARTHUR CY & FOUNTAIN ST,25.777932,-80.16442
10531,BISCAYNE BD & NE 13 ST,25.787419,-80.189056
39,OMNI TERMINAL / ARSHT METROMOVER,25.789235,-80.188301
remix_a46dc5ff-a0ad-4457-bb40-0ca6ef70e480,Untitled Stop,25.7919187138811,-80.1888816533197
6720,BISCAYNE BD & NE 18 ST,25.793827,-80.188881
7796,NE 20 ST & NE 2 AV,25.795789,-80.191124
remix_78c0c910-6126-498e-af5e-d6880d148e89,Untitled Stop,25.7954129901782,-80.1945993336005
7800,NW 20 ST & NW 2 AV,25.795533,-80.199162
7802,NW 20 ST & NW 4 CT,25.79544,-80.202793
7804,NW 20 ST & NW 7 AV,25.79531,-80.207542
7806,NW 20 ST & NW 10 AV,25.795179,-80.211704
7808,NW 20 ST & NW 12 AV,25.795096,-80.214433
7810,NW 20 ST & NW 14 AV,25.794958,-80.219728
7812,NW 20 ST & NW 17 AV,25.79483,-80.22359
7814,NW 20 ST & NW 19 AV,25.794724,-80.227203
7816,NW 20 ST & NW 22 AV,25.794621,-80.232041
7818,NW 20 ST & NW 24 AV,25.794512,-80.235966
7819,NW 20 ST & NW 27 AV,25.794392,-80.239157
7478,NW 37 AV & NW 16 ST,25.78847,-80.256084
7542,NW 37 AV & NW 18 TE,25.791439,-80.255942
remix_9f94f44e-27d5-41fb-abfe-e4ed8306d1d0,Untitled Stop,25.7967498972846,-80.2560561272885
remix_a65eca48-bb4e-45bd-9441-0a6aef17bee5,Untitled Stop,25.797151035264,-80.2590785332222
7476,NW 37 AV & NW 18 TE,25.791459,-80.256167
7820,NW 20 ST & NW 27 AV,25.794164,-80.239304
7822,NW 20 ST & NW 24 AV,25.794314,-80.23522
remix_d9c0d36e-4581-4b40-ac48-46745dbf4bca,Untitled Stop,25.7943606073277,-80.2313116427637
7826,NW 20 ST & NW 20 AV,25.794521,-80.227822
7828,NW 20 ST & NW 17 AV,25.794659,-80.222866
7829,NW 20 ST & NW 14 AV,25.794773,-80.219433
7831,NW 20 ST & NW 12 AV,25.794914,-80.214537
7833,NW 20 ST & NW 10 AV,25.795025,-80.21064
7835,NW 20 ST & NW 7 AV,25.795147,-80.207405
7837,NW 20 ST & NW 4 CT,25.795244,-80.202077
7840,NW 20 ST & NW 2 AV,25.795315,-80.199007
7844,NE 20 ST & NE 2 AV,25.795656,-80.191614
6711,BISCAYNE BD & NE 19 ST,25.793892,-80.189095
remix_0f97eaa1-d1e9-48d6-8636-f3b7e2897dc8,Untitled Stop,25.7871377801947,-80.1881882702251
2875,MAC ARTHUR CY & OP FOUNTAIN ST,25.777484,-80.164429
2876,MAC ARTHUR CY & BRIDGE RD,25.772447,-80.152636
2877,MAC ARTHUR CY & TERMINAL ISLE,25.771767,-80.149068
627,ALTON RD & 6 ST,25.775439,-80.140658
2781,ALTON RD & 9 ST,25.779995,-80.140784
2784,ALTON RD & 13 ST,25.784143,-80.140916
2786,ALTON RD & 15 ST,25.787541,-80.141021
726,17 ST & LENOX AV,25.792,-80.140291
2888,17 ST & JEFFERSON AV,25.792069,-80.137457
2621,COLLINS AV & 18 ST,25.793753,-80.129437
2626,COLLINS AV & 27 ST,25.804108,-80.125375
2630,COLLINS AV & 35 ST,25.809182,-80.12351
remix_58ebb071-ef44-4f2a-9bdd-5e9e4347272e,Untitled Stop,25.8120437121831,-80.1405087302893
10925,12220 GRIFFING BLVD - GRIFFING CENTER,25.887474,-80.190761
8907,NE 125 ST & NE 2 AV,25.889989,-80.194377
8908,NE 125 ST & NE 1 AV,25.889883,-80.196483
10926,NW 2 AVE@125 ST,25.889795,-80.202705
10927,NW 2 AVE@NW 128 ST,25.892109,-80.202796
10928,NW 2 AVE@NW 135 ST,25.898434,-80.203071
5656,NW 135 ST & N MIAMI AV,25.898706,-80.199309
5657,NE 135 ST & NE 2 CT,25.898996,-80.193883
10929,NE 135 ST@NE 5 AVE,25.899225,-80.189035
10930,NE 6 AVE@136 ST - NM MIDDLE/ARCH CREEK ELEM,25.90011,-80.18675
10931,NE 6 AVE@140 ST,25.903784,-80.186937
8808,NE 6 AV & NE 145 ST,25.908345,-80.187182
10932,NE 10 AVE@145 ST,25.908759,-80.179441
10933,NE 10 AVE@140 ST,25.904429,-80.17913
10934,NE 12 AVE@NE 140 ST,25.904417,-80.175171
10935,W DIXIE HWY@NE 11 AVE,25.902029,-80.17667
8789,W DIXIE HY & NE 135 ST,25.900355,-80.178336
8942,NE 135 ST & NE 9 AV,25.899764,-80.181081
10936,NE 8 AVE@NE 133 ST - LIBRARY/NM SENIOR HS,25.897404,-80.182821
10937,NE 8 AVE@129 ST,25.894272,-80.182679
10938,NE 8 AVE@NE 125 ST - CITY HALL,25.890082,-80.182521
10939,NE 7 AVE@NE 127 ST,25.891812,-80.184434
8800,NE 6 AV & NE 128 ST,25.893234,-80.186488
10940,131 ST@NE 5 AVE,25.89572,-80.188508
10941,131 ST@GRIFFING BLVD,25.895465,-80.193558
8888,NE 125 ST & NE 3 AV,25.889945,-80.192188
8889,NE 125 ST & NE 4 CT,25.890053,-80.18935
1314,NE 125 ST & 6 AV,25.890142,-80.186716
283,NE 15 ST & BISCAYNE BD,25.78966,-80.188499
7882,NE 15 ST & HERALD PLAZA,25.789511,-80.186374
7883,VENETIAN WY & OP N VENETIAN DR,25.790047,-80.175694
7885,VENETIAN WY & VENETIAN CT,25.7902,-80.172508
7887,S VENETIAN WY & NE 13 PL,25.790055,-80.16756
2902,VENETIAN WY & E SAN MARINO DR,25.790664,-80.162722
2903,VENETIAN WY & E DILIDO DR,25.790854,-80.158719
2904,VENETIAN WY & E RIVO ALTO DR,25.791041,-80.154735
2906,VENETIAN WAY & E ISLAND AV,25.791342,-80.147616
2896,DADE BD@PURDY AV,25.791556,-80.144535
2907,20 ST & BAY RD,25.795459,-80.143498
746,WEST AVE & 20 ST MIAMI BEACH,25.794986,-80.142626
2890,17 ST & PENNSYLVANIA AV,25.792137,-80.134676
628,WASHINGTON AVE & LINCOLN RD,25.791289,-80.131723
2882,17 ST & CONVENTION CENTER DR,25.792318,-80.134523
2883,17 ST & MERIDIAN AV,25.792266,-80.136418
2886,17 ST & LENOX AV,25.792169,-80.139864
2897,VENETIAN WY & E ISLAND AV,25.791522,-80.147779
2899,VENETIAN WY & E RIVO ALTO DR,25.791208,-80.155081
2900,VENETIAN WY & W DILIDO DR,25.790987,-80.159312
2901,VENETIAN WY & E SAN MARINO DR,25.790806,-80.162775
7888,N VENETIAN WY & NE 13 PL,25.790963,-80.167621
7890,VENETIAN WY & OP VENETIAN CT,25.790356,-80.172494
7892,VENETIAN WY & N VENETIAN DR,25.790219,-80.175632
7880,NE 15 ST & HERALD PLAZA,25.789733,-80.186147
34,BUS TERMINAL AT AVENTURA MALL,25.958462,-80.145053
1347,BISCAYNE BD & NE 195 ST,25.95719,-80.14707
1348,BISCAYNE BD & NE 191 ST,25.952237,-80.146908
1350,BISCAYNE BD & NE 183 ST,25.945729,-80.147688
1351,BISCAYNE BD & NE 180 ST,25.942917,-80.148561
1352,BISCAYNE BD & NE 178 ST,25.940055,-80.149465
8554,BISCAYNE BD & NE 172 ST,25.935569,-80.150879
35,BISCAYNE BLVD & NE 163 ST,25.925406,-80.154255
8731,BISCAYNE BD & NE 135 ST,25.899144,-80.160933
36,BISCAYNE BLVD & NE 123 ST,25.889105,-80.163964
5392,BISCAYNE BD & SANS SOUCI BD,25.885481,-80.165028
5399,BISCAYNE BD & # 10700,25.873201,-80.171765
8397,BISCAYNE BD & NE 97 ST,25.864842,-80.178499
8401,BISCAYNE BD & NE 91 ST,25.858632,-80.183691
37,BISCAYNE BLVD & NE 79 ST,25.848265,-80.184744
6687,BISCAYNE BD & NE 71 ST,25.84009,-80.184406
6691,BISCAYNE BD & NE 62 ST,25.833515,-80.184153
6694,BISCAYNE BD & NE 54 ST,25.826136,-80.187096
6706,BISCAYNE BD & NE 29 ST,25.803738,-80.189462
10540,BISCAYNE BLVD & NE 15 ST,25.789732,-80.189221
6713,BISCAYNE BD & NE 14 ST,25.788593,-80.189257
6714,BISCAYNE BD & NE 11 ST,25.784867,-80.189633
10475,NE 6 ST & BISCAYNE BLVD,25.78015,-80.189387
10527,NE 2 AV & NE 1 ST,25.775833,-80.190316
40,DOWNTOWN METROBUS TERMINAL,25.773741,-80.195936
590,SE 1 ST & 1 AV,25.773315,-80.191272
6718,BISCAYNE BD & NE 9 ST,25.782798,-80.189436
6719,BISCAYNE BD & NE 15 ST,25.790015,-80.188948
6721,BISCAYNE BD & NE 19 ST,25.795262,-80.188918
6725,BISCAYNE BD & NE 28 ST,25.804082,-80.189206
43,BISCAYNE BLVD & NE 36 ST,25.811461,-80.189342
6735,BISCAYNE BD & NE 55 TE,25.826547,-80.186827
6739,BISCAYNE BD & NE 62 ST,25.833702,-80.183982
6743,BISCAYNE BD & NE 70 ST,25.839468,-80.184209
44,BISCAYNE BLVD & NE 79 ST,25.84815,-80.184514
8386,BISCAYNE BD & NE 91 ST,25.858831,-80.183261
8389,BISCAYNE BD & NE 96 ST,25.864509,-80.17855
5385,BISCAYNE BD & NE 108 ST,25.874625,-80.170322
5391,BISCAYNE BD & SANS SOUCI BD,25.885747,-80.164725
45,BISCAYNE BLVD & NE 123 ST,25.889044,-80.163695
8726,BISCAYNE BD & NE 135 ST,25.899689,-80.160481
8727,BISCAYNE BLVD & NE 151 ST,25.915566,-80.156292
8552,BISCAYNE BD & NE 163 ST,25.927352,-80.153157
8553,BISCAYNE BD & NE 172 ST,25.935674,-80.150441
1353,BISCAYNE BD & NE 178 ST(POINT EAST,25.939637,-80.149175
743,BISCAYNE BD & NE 182 ST,25.943288,-80.148043
1356,BISCAYNE BB & NE 186 ST,25.946881,-80.146902
1357,BISCAYNE BD & NE 187 ST,25.948973,-80.146536
1359,BISCAYNE BD & NE 191 ST,25.952631,-80.146551
1383,AVNTURA BD & #2740 (BANK),25.959908,-80.145418
821,FINANCIAL DISTRICT METROMOVER STATION,25.760381,-80.192881
820,BRICKELL METROMOVER STATION,25.762664,-80.195261
803,TENTH STREET PROMANADE METROMOVER STATION,25.764016,-80.19256
804,BRICKELL CITY CENTRE METROMOVER STATION,25.766888,-80.192121
817,FIFTH STREET METROMOVER STATION,25.769165,-80.192248
816,RIVERWALK METROMOVER STATION,25.771051,-80.192558
833,KNIGHT CENTER METROMOVER STATION,25.771865,-80.191377
808,BAYFRONT PARK METROMOVER STATION,25.773099,-80.187323
840,FIRST STREET METROMOVER STATION,25.775726,-80.189849
825,COLLEGE / BAYSIDE METROMOVER STATION,25.777584,-80.189915
838,COLLEGE NORTH METROMOVER STATION,25.778926,-80.192085
837,WILKIE D FERGUSON METROMOVER STATION,25.778815,-80.195341
813,GOVERNMENT CENTER METROMOVER STATION,25.775864,-80.196093
815,THIRD STREET METROMOVER STATION,25.772024,-80.193508
remix_9d1c4cb2-21d4-4b60-9e74-712f3185cc7b,Untitled Stop,25.9547125696532,-80.1470120883019
remix_e6a20082-746d-44e7-9a02-005e2f50e3ff,Untitled Stop,25.9489433785203,-80.1469312332549
remix_43a524dc-2a85-48d4-9738-dbd1aaa81c14,Untitled Stop,25.936739767029,-80.1504148917434
remix_6dc6f01f-1325-4056-b53e-a4a373cdffe8,Untitled Stop,25.9334205911579,-80.151316863344
remix_545778ed-402e-4687-954c-c6157ca321de,Untitled Stop,25.9301014097028,-80.1522187841268
remix_3fdf0ade-01f7-458e-ba25-c96bd580d93b,Untitled Stop,25.9267822226647,-80.1531206541021
remix_0e051f9a-ba06-4b56-ab0a-cf9df54090ed,Untitled Stop,25.9234630300448,-80.1540224732801
remix_49db25ac-a05f-4936-9b46-c5733264af13,Untitled Stop,25.9201438318442,-80.1549242416711
remix_90179e6a-1de3-42f4-b621-08c5d21b436b,Untitled Stop,25.9168246280641,-80.1558259592854
remix_396f4807-0d31-4641-ba8d-573745ff7e25,Untitled Stop,25.9135054187056,-80.1567276261332
8733,BISCAYNE BD & NE 127 ST,25.893638,-80.162592
5395,BISCAYNE BD & APPROX # 11200,25.880081,-80.167297
5397,BISCAYNE BD & NE 110 ST,25.876818,-80.168853
8395,BISCAYNE BD & NE 101 ST,25.86866,-80.175409
8400,BISCAYNE BD & NE 93 ST,25.860623,-80.182007
8402,BISCAYNE BD & NE 87 ST,25.85546,-80.184997
remix_00de3bed-380a-4a91-9cae-fcfb58039bf4,Untitled Stop,25.8516953820385,-80.1848649428232
6685,BISCAYNE BD & NE 76 ST,25.844688,-80.184579
6686,BISCAYNE BD & NE 72 ST,25.841418,-80.184453
6689,BISCAYNE BD & NE 67 ST,25.836998,-80.184279
remix_c9ead5d9-a42b-4825-b50a-e693f3a75737,Untitled Stop,25.8286751476017,-80.1860218782624
6696,BISCAYNE BD & NE 50 TE,25.821806,-80.187443
6698,BISCAYNE BD & # 4500,25.817587,-80.188393
6701,BISCAYNE BD & NE 39 ST,25.813077,-80.189293
6703,BISCAYNE BD & NE 34 ST,25.80831,-80.189613
6707,BISCAYNE BD & NE 26 ST,25.80208,-80.18929
6710,BISCAYNE BD & NE 20 ST,25.795981,-80.189149
remix_e207100c-2fd6-43ba-95c9-cdae880041ef,Untitled Stop,25.7918862359849,-80.1871804292942
remix_42eca5c5-0278-44c9-9125-5de9f6ca81db,Untitled Stop,25.784844107375,-80.189762058658
remix-40314041,Untitled Stop,25.77498,-80.18735
remix_d2cf3525-548c-49e8-a79d-e98c91b4acdf,Untitled Stop,25.7851016498228,-80.1893698206569
6724,BISCAYNE BD & NE 25 ST,25.801151,-80.18906
6728,BISCAYNE BD & NE 35 ST,25.809157,-80.189367
6729,BISCAYNE BD & NE 39 ST,25.813923,-80.188973
6730,BISCAYNE BD & OP # 4301,25.816137,-80.188272
6732,BISCAYNE BD & OP # 4770,25.818965,-80.187628
6734,BISCAYNE BD & NE 52 ST,25.82351,-80.186791
remix_12c2a043-fb6d-440b-8390-8d6bbb97321c,Untitled Stop,25.8290078116119,-80.1856171018533
6738,BISCAYNE BD & NE 60 ST,25.831438,-80.184111
6740,BISCAYNE BD & NE 64 ST,25.835404,-80.184032
6742,BISCAYNE BD & NE 68 ST,25.838222,-80.184163
6744,BISCAYNE BD & NE 72 TE,25.841973,-80.184316
6745,BISCAYNE BD & NE 75 ST,25.844337,-80.184406
6748,BISCAYNE BD & NE 83 ST,25.851278,-80.18467
8385,BISCAYNE BD & NE 87 ST,25.855632,-80.184829
8387,BISCAYNE BD & NE 93 ST,25.861137,-80.181346
8391,BISCAYNE BD & # 10055,25.868425,-80.175386
8393,BISCAYNE BD & NE 105 ST,25.872293,-80.172239
5386,BISCAYNE BD & NE 110 TE,25.877505,-80.168175
5389,BISCAYNE BD & NE 116 ST,25.882182,-80.166117
8724,BISCAYNE BD & NE 127 ST,25.89396,-80.162217
remix_9456024a-7656-433f-9721-5bd4d672f145,Untitled Stop,25.912912033394,-80.1568050359834
8728,BISCAYNE BLVD & NE 156 ST,25.918262,-80.155852
remix_db9e912a-ca82-44d8-a7b5-94448a33613a,Untitled Stop,25.9213083539768,-80.1550269818425
remix_befad7dd-e284-441c-bc96-51f186080a20,Untitled Stop,25.9243549667225,-80.1541714474771
remix_74f53d8e-6a6d-4992-89bf-09e008702448,Untitled Stop,25.9301416309956,-80.1523065699713
remix_8c3b883b-b21a-46c6-b75c-840695923e1b,Untitled Stop,25.9328897382653,-80.1512927106094
remix_cf4b62dd-135d-40b0-8c25-31941c017f96,Untitled Stop,25.9508142770292,-80.146493469721
remix_a2e9dae0-81d2-4b76-86cf-a25dd4d82201,Untitled Stop,25.9552052675294,-80.1466456920491
11130,THE CIRCLE@CANAL ST,25.822002,-80.281054
11131,N. ROYAL POINCIANA@ORIOLE AV,25.826212,-80.287681
11132,MIAMI SPRINGS SR. HIGH SCHOOL,25.829897,-80.294023
8524,WESTWARD DR & CHIPPEWA ST,25.820868,-80.298801
11133,SENIOR CENTER,25.819309,-80.299527
11134,VIRGINIA GARDENS CITY HALL,25.809608,-80.302542
11135,SENIOR CENTER,25.81932,-80.299463
8517,WESTWARD DR & PARK ST,25.820976,-80.2845
11136,MIAMI SPRINGS MIDDLE SCHOOL,25.813673,-80.272269
11137,SHERIDAN DR@OAKWOOD DR,25.810304,-80.26775
8482,SOUTH DR@OAKWOOD DR,25.809876,-80.279806
11138,CURTISS MANSION,25.809666,-80.282311
11139,FAIRWAY DR@ELDRON DR,25.808324,-80.287615
11140,MIAMI SPRINGS COUNTRY CLUB,25.814127,-80.288903
1215,FIU MAIDIQUE CAMPUS BUS TERMINAL,25.752642,-80.368785
remix_15b15584-de7d-4841-85de-8c1b34aa04b0,Untitled Stop,25.7542233983303,-80.3679920836837
remix_14917601-3ba6-4b55-bd85-73cd2d8ae317,Untitled Stop,25.7579691785698,-80.3682225161257
remix_d7ce5912-1207-49a8-95d7-db3fd2085efb,Untitled Stop,25.7615173640476,-80.3729595479972
9371,W FLAGLER ST & SW 108 AV,25.768347,-80.370605
remix_62a1b1a4-6286-4841-b13c-588efad73a17,Untitled Stop,25.7683612869508,-80.3691340739114
5338,W FLAGLER ST & SW 102 AV,25.768639,-80.360431
5341,W FLAGLER ST & SW 97 AV,25.768853,-80.353418
5344,W FLAGLER ST & # 9250,25.769094,-80.34641
5346,W FLAGLER ST & FONTAINEBLEAU BD,25.769372,-80.339289
remix_68ab720f-b352-4118-abb9-c12abeefc60f,Untitled Stop,25.7694318835984,-80.3375441626136
remix_21d43925-8e66-4085-8967-cf53f826e542,Untitled Stop,25.7694847680371,-80.3324716734604
remix_aa9aaf75-a277-4acd-abdb-3a3bcebe198a,Untitled Stop,25.7694854922473,-80.3286527995464
4545,W FLAGLER ST & SW 78 PL,25.769659,-80.323087
4548,W FLAGLER ST & # 7400,25.769868,-80.316518
961,W FLAGLER ST & SW 72 AV,25.770067,-80.311746
remix_2bddc39a-a53c-4cd0-a26f-561e694fc71e,Untitled Stop,25.7701909436521,-80.3077952192875
8072,W FLAGLER ST & SW 67 AV,25.7704,-80.304414
8075,W FLAGLER ST & SW 63 CT,25.770495,-80.299395
remix_13cfb041-1655-4f61-87e4-84b75b1b59c1,Untitled Stop,25.7704875951677,-80.2960649508751
8079,W FLAGLER ST & SW 59 AV,25.770634,-80.291969
8081,W FLAGLER ST & SW 57 AV,25.770714,-80.287697
8084,W FLAGLER ST & SW 52 CT,25.770968,-80.281254
8086,W FLAGLER ST & SW 50 AV,25.77115,-80.276841
8088,W FLAGLER ST & SW 47 AV,25.771368,-80.271308
8090,W FLAGLER ST & SW 44 AV,25.771456,-80.26837
100,W FLAGLER ST & SW 41 AV,25.771615,-80.2629
8093,W FLAGLER ST & SW 38 CT,25.771685,-80.25924
8095,W FLAGLER ST & SW 37 AV,25.771732,-80.255048
8097,W FLAGLER ST & SW 34 AV,25.771839,-80.251634
8099,W FLAGLER ST & SW 32 AV,25.771972,-80.247031
8101,W FLAGLER ST & SW 30 AV,25.772075,-80.243923
101,W FLAGLER ST & SW 27 AV,25.772222,-80.239399
remix_d2070bba-7f6b-4f3a-8595-73b592a1f2ab,Untitled Stop,25.7721602876409,-80.2348608771505
7352,SW 22 AV & SW 1 ST,25.771156,-80.230798
remix_b820caca-c6c3-4f8d-a2ec-e3fbf9cf04ca,Untitled Stop,25.7714365838102,-80.2267592293275
102,SW 1 ST & 17 AV,25.772202,-80.222148
8111,SW 1 ST & SW 14 AV,25.77234,-80.217609
8113,SW 1 ST & SW 12 AV,25.772447,-80.21434
8117,SW 1 ST & SW 8 AV,25.772648,-80.207449
8119,SW 1 ST & SW 5 AV,25.772806,-80.202784
8026,W FLAGLER ST & NW 6 AV,25.773951,-80.204258
8029,W FLAGLER ST & NW 9 AV,25.77377,-80.209623
8031,W FLAGLER ST & NW 12 AV,25.773558,-80.215064
106,W FLAGLER ST & 17 CT,25.77297,-80.223492
remix_6a8eaf25-b8b2-46a8-96e7-966eaa04c759,Untitled Stop,25.7724814472662,-80.2270049446844
1321,W FLAGLER ST & NW 22 AV,25.772663,-80.230623
107,W FLAGLER ST & NW 27 AV,25.772426,-80.238786
8040,W FLAGLER ST & NW 30 AV,25.772271,-80.244186
8042,W FLAGLER ST & NW 32 CT,25.772155,-80.248436
8044,W FLAGLER ST & NW 35 AV,25.772045,-80.252236
1328,W FLAGLER ST & NW 37 AV,25.771945,-80.255848
8047,W FLAGLER ST & NW 39 AV,25.771862,-80.259766
108,W FLAGLER ST & NW 42 AV,25.771802,-80.263429
8050,W FLAGLER ST & NW 43 PL,25.771663,-80.267532
8052,W FLAGLER ST & NW 47 AV,25.771547,-80.271518
8056,W FLAGLER ST & NW 53 AV,25.771135,-80.281554
remix_5b9b0aa5-4e59-45c3-a874-88c46af9f9a2,Untitled Stop,25.7709001939646,-80.2882026406862
8061,W FLAGLER ST & NW 59 AV,25.770805,-80.291995
remix_788433ff-a0a2-438a-a00e-f1e71c0edef0,Untitled Stop,25.7707604694821,-80.296259587409
8065,W FLAGLER ST & NW 64 AV,25.770671,-80.299797
8066,W FLAGLER ST & NW 65 AV,25.770624,-80.302596
8068,W FLAGLER ST & NW 69 AV,25.770446,-80.307976
4536,W FLAGLER ST & NW 74 AV,25.770108,-80.316063
4541,W FLAGLER ST & NW 87 AV,25.76975,-80.336068
5347,W FLAGLER ST & FONTAINEBLEAU BD,25.769599,-80.339817
5348,W FLAGLER ST & OP # 9250(SW 92 AV),25.769393,-80.344847
5352,W FLAGLER ST & NW 97 AV,25.769088,-80.353738
5355,W FLAGLER ST & NW 102 AV,25.768894,-80.360734
110,W FLAGLER ST & NW 107 AV,25.768605,-80.369747
remix_c734f5ff-3e43-4f35-8086-4281cfe44c8d,Untitled Stop,25.7682540453644,-80.3731223195395
5895,NW 183 ST & 57 AV,25.93941,-80.294526
6452,NW 175 ST & NW 14 AV,25.934442,-80.224679
5890,NW 183 ST & NW 48 PL,25.939726,-80.281105
528,NW 183 ST & NW 47 AV,25.939827,-80.277139
6457,NW 175 ST & NW 22 AV,25.934087,-80.236669
6216,NW 22 AV & NW 179 ST,25.937249,-80.236948
6534,NW 183 ST & OP # 4500,25.939907,-80.274977
6531,NW 183 ST & NW 39 CT,25.940229,-80.266621
6455,NW 175 ST & NW 18 AV,25.934223,-80.230561
11217,NW 12 AV AT #17201,25.931831,-80.22064
6146,NW 12 AV & NW 175 ST,25.934028,-80.220688
5900,NW 186 ST & NW 68 AV,25.94197,-80.313833
5898,NW 186 ST & NW 67 AV,25.942502,-80.306042
1340,SW 1 ST & SW 1 AV,25.773499,-80.195638
10393,NW 73 AV &186 ST,25.940944,-80.319652
10287,NW 8 ST & 1 CT,25.781698,-80.19662
5897,NW 186 ST & OP # 6270,25.942037,-80.302859
5901,NW 186 ST & OP # 6900,25.941665,-80.316281
10378,GOLDEN GLADES P&R (EAST LOT),25.922772,-80.212023
6454,NW 175 ST & NW 17 AV,25.934296,-80.228718
6456,NW 175 ST & NW 19 AV,25.934119,-80.234282
6532,NW 183 ST & NW 42 AV,25.940103,-80.269726
6529,NW 183 ST & NW 34 CT,25.940539,-80.258482
1142,NW 183 ST & NW 37 AV,25.940461,-80.260688
6528,NW 183 ST & # 3285,25.940653,-80.255596
6523,NW 183 ST & NW 24 AV,25.941201,-80.241036
6451,NW 175 ST & NW 13 AV,25.934498,-80.22316
6524,NW 183 ST & NW 25 CT,25.941101,-80.24361
6526,NW 183 ST & NW 29 CT,25.940847,-80.250459
5896,NW 186 ST & NW 62 AV,25.939923,-80.298185
5893,NW 183 ST & NW 55 AV,25.939502,-80.291085
6525,NW 183 ST & NW 28 PL,25.940914,-80.248702
